Lease Number,Current Expiration Date,Lease Initial Effective Date,Location Code,Lease ANSI Rentable Sqft,Lease Usable Sqft,Lse Structured Parking Spaces,Lse Surface Parking Spaces,Lease Annual Rent Amount,Lease Responsibility,Lessor Name,Lessor In-Care-Of,Lessor Address 1,Lessor Address 2,Lessor Country,Lessor State,Lessor Zip Code,Lessor County,Lessor City              
LAK07119,30-Sep-2013,01-Oct-2008,AK3465,2000.000000,2000.000000,0,0,31200.000000,LESSOR,"LEFNER INVESTMENTS LLC","","3351 AIRPORT RD","","US",AK,99559-0804,"BETHEL DIVISION","BETHEL"
LAK06819,06-Apr-2028,07-Apr-2008,AK3466,25623.000000,20193.000000,0,0,936943.000000,LESSOR,"ALASKA PACIFIC UNIVERSITY","DBA DR GLENN OLDS HALL","4210 UNIVERSITY DRIVE","","US",AK,99508-0000,"ANCHORAGE DIVISION","ANCHORAGE"
LAK06975,03-Dec-2024,04-Dec-2009,AK3468,3433.000000,3135.000000,3,0,189410.560000,LESSOR,"AIRPORT PARK LLC","","1901 AIRPORT ROAD,SUTE 102","","US",AK,99701-4049,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06967,31-Jul-2028,01-Aug-2008,AK3469,14554.000000,14554.000000,0,0,272750.470000,LESSOR,"MORRIS THOMPSON CULTURAL & VISITORS","","101 DUNKEL STREET SUITE 210","","US",AK,99701-4806,"FAIRBANKS DIVISION","FAIRBANKS"
LAK06996,31-Oct-2018,01-Nov-2008,AK3470,1645.000000,1573.000000,0,0,42243.960000,LESSOR,"SALMON CREEK,LLC","","9105 MENDENHALL MALL RD. STE 170-A","","US",AK,99801-7122,"JUNEAU DIVISION","JUNEAU"
LAK07007,18-Dec-2018,19-Dec-2008,AK3472,2400.000000,2400.000000,0,0,37800.000000,LESSOR,"SPINVEST LLC","","1900 W. NORTHERN LIGHTS BLVD","SUITE 200","US",AK,99517-3342,"ANCHORAGE DIVISION","ANCHORAGE"
LAK07050,01-Feb-2025,02-Feb-2010,AK3473,6183.000000,4766.000000,12,0,260151.670000,LESSOR,"RUBY INVESTMENTS INC.","","3000 C STREET","SUITE 105","US",AK,99503-3975,"ANCHORAGE DIVISION","ANCHORAGE"
LAK07008,06-Dec-2019,07-Dec-2009,AK3473,17302.000000,13336.000000,53,0,703562.720000,LESSOR,"RUBY INVESTMENTS INC","","3000 C STREET","SUITE 105","US",AK,99503-3975,"ANCHORAGE DIVISION","ANCHORAGE"
LAK07054,28-Feb-2019,01-Mar-2009,AK3475,5547.000000,5547.000000,0,0,97368.000000,LESSOR,"CITY OF KODIAK","","710 MILL BAY ROAD","","US",AK,99615-6340,"KODIAK DIVISION","KODIAK"
LAK07067,31-Dec-2010,01-Sep-2009,AK3476,1154.000000,1094.000000,0,0,26256.000000,LESSOR,"CHATHAM PROPERTIES LLC","","8585 OLD DAIRY ROAD STE 104","","US",AK,99801-8042,"JUNEAU DIVISION","JUNEAU"
LAK07066,31-Dec-2010,12-Oct-2009,AK3477,1397.000000,1397.000000,0,0,37719.000000,LESSOR,"COLE PROPERTIES","","100 CUSHMAN,STE 308","","US",AK,99701-4673,"FAIRBANKS DIVISION","FAIRBANKS"
LAK07124,31-Dec-2014,01-Jan-2010,AK3478,1756.000000,1756.000000,0,1,27600.000000,LESSOR,"ANNA-MARIA KALOUMENOU","","1515 BARANOF STREET","","US",AK,99615-6522,"KODIAK DIVISION","KODIAK"
LID07080,30-Sep-2014,01-Oct-2009,ID0004,1450.000000,1450.000000,0,2,20305.300000,LESSOR,"UNITED STATES POSTAL SERVICE","GABRIEL BENVENUTO,REALTY ASSET PRG","2825 LONE OAK PKWY","","US",MN,55121-1551,"RAMSEY","ST PAUL"
LID06813,31-Mar-2011,01-Apr-2006,ID4192,2806.000000,2440.000000,0,2,25254.000000,LESSOR,"CHARLES C OR MARGIE J NICHOLLS","","552 N 4TH STREET","","US",ID,83254-1017,"BEAR LAKE","MONTPELIER"
LID06068,28-Feb-2012,01-Mar-1998,ID4193,7094.000000,6690.000000,0,0,158721.200000,LESSOR,"OFFICE SPACE CORPORATION","","15908 62ND AVE SE","","US",WA,98296-4644,"SNOHOMISH","SNOHOMISH"
LID05665,31-Jul-2011,01-Oct-1991,ID4225,3686.000000,3205.000000,0,13,63646.710000,LESSOR,"ROBERT E. & BETTY VEEH","","3268 HIGHLAWN DRIVE","","US",ID,83301-8417,"TWIN FALLS","TWIN FALLS"
LID06807,31-Dec-2010,01-Jan-2006,ID4241,684.000000,592.000000,0,0,9945.000000,LESSOR,"HEPWORTH & LEZAMIZ PARTNERSHIP #1","","133 SHOSHONE ST N.","P.O. BOX 389","US",ID,83303-0389,"TWIN FALLS","TWIN FALLS"
LID06753,28-Feb-2012,01-Mar-2005,ID4252,1030.000000,950.000000,0,0,14420.000000,LESSOR,"EXCHANGE PLAZA,LLC","","1820 E. 17TH STREET","","US",ID,83404-6469,"BONNEVILLE","IDAHO FALLS"
LID06741,15-Dec-2011,16-Dec-2004,ID4252,2734.000000,2488.000000,0,0,36252.840000,LESSOR,"EXCHANGE PLAZA,LLC","","1820 E. 17TH STREET","","US",ID,83404-6469,"BONNEVILLE","IDAHO FALLS"
LID06234,30-Nov-2010,01-Dec-1999,ID4252,2925.000000,2712.000000,0,0,36562.500000,LESSOR,"THERON & SHIRLEY JENSEN","","1820 E. 17TH STREET,SUITE 110","","US",ID,83404-7668,"BONNEVILLE","IDAHO FALLS"
LID07015,30-Nov-2012,30-Nov-2007,ID4252,2484.000000,2484.000000,0,1,36580.920000,LESSOR,"THERON L. & SHIRLEY R. JENSEN","","3656 TUSCANY DR.","","US",ID,83404-0000,"BONNEVILLE","IDAHO FALLS"
LID05728,31-Jul-2011,01-Aug-1992,ID4253,1708.000000,1485.000000,0,0,11532.800000,LESSOR,"LC HOLDINGS,LLC","","2391 EASTVIEW DRIVE","","US",ID,83401-3318,"BONNEVILLE","IDAHO FALLS"
LID05385,30-Apr-2012,11-Mar-1988,ID4259,5277.000000,4797.000000,7,0,113244.420000,LESSOR,"GLOBAL FINANCE & INVESTMENT CO,INC","","2623 SECOND AVENUE","","US",WA,98121-1211,"KING","SEATTLE"
LID06522,19-Nov-2014,20-Nov-2002,ID4265,5296.000000,4605.000000,0,5,95328.000000,LESSOR,"EMERALD ASSETS LP","","1880 MEADOWVIEW LN.","","US",NV,89509-5217,"WASHOE","RENO"
LID06858,31-Mar-2012,01-Apr-2007,ID4270,581.000000,510.000000,0,0,9586.500000,LESSOR,"MK PLAZA TRUST","","720 PARK BLVD,SUITE 100","","US",ID,83712-7756,"ADA","BOISE"
LID07132,29-Jul-2015,30-Jul-2010,ID4270,1591.000000,1383.000000,0,0,25853.750000,LESSOR,"MK PLAZA TRUST","C/O AMERICAN RESURGENS MGMT CORP.","720 PARK BOULEVARD,SUITE 100","","US",ID,83712-7756,"ADA","BOISE"
LID07125,29-Nov-2019,28-Nov-2009,ID4270,4612.000000,4010.000000,0,16,89934.000000,LESSOR,"MK PLAZA TRUST C/O","AMERICAN RESURGENS MANAGEMENT CORP.","720 PARK BLVD,SUITE 100","","US",ID,83712-7756,"ADA","BOISE"
LID07091,21-Sep-2025,22-Sep-2010,ID4270,4533.000000,3917.000000,0,18,101409.060000,LESSOR,"MK PLAZA TRUST","","720 PARK BOULEVARD,SUITE 100","","US",ID,83712-7756,"ADA","BOISE"
LID06773,31-Aug-2015,01-Sep-2005,ID4270,5693.000000,4989.000000,0,0,102189.350000,LESSOR,"MK PLAZA TRUST","","720 PARK BLVD,SUITE 100","","US",ID,83712-7756,"ADA","BOISE"
LID06768,28-Jun-2020,29-Jun-2005,ID4270,11488.000000,9990.000000,0,0,203912.000000,LESSOR,"MK PLAZA TRUST","C/O AMERICAN RESURGENS MGMT","720 PARK BLVD,STE 100","","US",ID,83712-7756,"ADA","BOISE"
LID07047,20-May-2019,21-May-2009,ID4270,38010.000000,33052.000000,10,115,728774.140000,LESSOR,"MK PLAZA TRUST","A DELAWARE BUSINESS TRUST","720 PARK BLVD","SUITE 100","US",ID,83712-7714,"ADA","BOISE"
LID06964,31-Jan-2018,01-Feb-2008,ID4271,5618.000000,4885.000000,0,0,98154.470000,LESSOR,"MARY ANN FIVECOAT","","3250 S. SELATIR PLACE","","US",ID,83642-7081,"ADA","MERIDIAN"
LID05599,10-Apr-2011,12-Dec-1990,ID4273,14090.000000,12360.000000,32,0,338160.000000,LESSOR,"ODC-FIC LIMITED PARTNERSHIP","","877 W. MAIN ST,SUITE 700","","US",ID,83702-5883,"ADA","BOISE"
LID06868,03-Jan-2012,04-Jan-2007,ID4274,1322.000000,1150.000000,0,8,18731.920000,LESSOR,"BRUCE BOTHWELL","","225 WILLOW LANE","","US",ID,83332-5435,"GOODING","HAGERMAN"
LID06573,31-Mar-2013,01-Apr-2003,ID4277,4232.000000,3680.000000,0,3,54608.750000,LESSOR,"C 1031 PROPERTIES INC","SHELLEY HENGESH","316 WEST BOONE AVENUE","ROCK POINT TOWER,SUITE 660","US",WA,99201-2353,"SPOKANE","SPOKANE"
LID05687,18-Jan-2013,19-Jan-1993,ID4278,79750.000000,69549.000000,0,285,1171941.330000,LESSOR,"JOE L. GLAISYER","","3955 N. COWBOY LANE","","US",ID,83669-5169,"ADA","STAR"
LID07014,31-Jan-2020,01-Feb-2010,ID4280,1035.000000,1035.000000,0,4,15411.120000,LESSOR,"SCOTT N JONES,KENT L YOST &","MORGAN HATT,A GENERAL PARNTERSHIP","416 SOUTH 4TH AVENUE","","US",ID,83201-6407,"BANNOCK","POCATELLO"
LID07003,08-Jun-2018,09-Jun-2008,ID4288,3824.000000,3824.000000,0,0,27418.080000,LESSOR,"HIGH RANGE AVIATION,INC,","","1945 AIRPORT WAY","","US",ID,83330-5215,"GOODING","GOODING"
LID05798,31-May-2013,06-Apr-1994,ID4289,11350.000000,9870.000000,0,20,167544.900000,LESSOR,"NEZ PERCE TRIBE","","120 BEVER GRADE","","US",ID,83540-0000,"NEZ PERCE","LAPWAI"
LID06869,03-Jan-2012,04-Jan-2007,ID4292,3442.000000,3120.000000,0,15,54753.300000,LESSOR,"BRUCE BOTHWELL","","225 WILLOW LANE","","US",ID,83332-5435,"GOODING","HAGERMAN"
LID07184,24-Jul-2017,25-Jul-2010,ID4298,2270.000000,2082.000000,0,0,40201.700000,LESSOR,"3RD/TRUST JOINT VENTURE,LLC","","450 FALLS AVENUE,SUITE 201","","US",ID,83301-2307,"TWIN FALLS","TWIN FALLS"
LID06774,24-Jul-2015,25-Jul-2005,ID4299,7601.000000,6610.000000,15,0,138718.250000,LESSOR,"PUBLIC EMPLOYEE RETIREMENT SYSTEM","OF IDAHO DBA PERSI","607 N 8TH ST","","US",ID,83702-5518,"ADA","BOISE"
LID05920,31-Jan-2012,01-Feb-1995,ID4302,6341.000000,5514.000000,0,5,103387.780000,LESSOR,"ORCHARD PARTNERS,LLP","","1424 NORTH ORCHARD ST","","US",ID,83706-2240,"ADA","BOISE"
LID05936,30-Nov-2010,06-Dec-1994,ID4304,1744.000000,1582.000000,0,5,40478.270000,LESSOR,"AITF MANAGEMENT,LLC","","510 S. MAIN STREET","","US",ID,83843-2918,"LATAH","MOSCOW"
LID05953,21-Oct-2011,22-Oct-1996,ID4305,150551.000000,131623.000000,0,90,2928257.900000,LESSOR,"RUBICON GSA II BOISE BLM,LLC","","805 THIRD AVE,8TH FL","","US",NY,10022-7513,"NEW YORK","NEW YORK-MANHATTAN"
LID05980,07-Jun-2011,01-Dec-1995,ID4306,780.000000,678.000000,0,0,9110.400000,LESSOR,"TRANSWEST SYSTEMS,INC","","848 SOUTH 1ST STREET","","US",ID,83201-6612,"BANNOCK","POCATELLO"
LID06044,31-Oct-2012,01-Feb-1997,ID4309,13588.000000,11816.000000,0,12,69921.960000,LESSOR,"RONALD W. VAN AUKER","","3084 E. LANARK ST.","","US",ID,83642-5918,"ADA","MERIDIAN"
LID06970,31-Oct-2017,20-Oct-2007,ID4311,3800.000000,3698.000000,0,0,55385.880000,LESSOR,"RONALD W. VAN AUKER","","3084 E. LANARK STREET","","US",ID,83642-5918,"ADA","MERIDIAN"
LID06091,28-Mar-2019,29-Mar-1999,ID4315,43162.000000,36877.000000,20,100,1501851.280000,LESSOR,"HPI/GSA 3B,LLC","HPI CAPITAL","100 N. TRYON STREET,SUITE 5500","","US",NC,28202-4026,"MECKLENBURG","CHARLOTTE"
LID07087,29-Feb-2020,01-Mar-2010,ID4316,38877.000000,38741.000000,0,167,888428.490000,LESSOR,"SUNDANCE INVESTMENTS,L.L.L.P.","","3405 E. OVERLAND ROAD,SUITE 150","","US",ID,83642-5111,"ADA","MERIDIAN"
LID06100,30-Jun-2011,01-Nov-1997,ID4317,1789.000000,1789.000000,0,2,22934.980000,LESSOR,"AIA INSURANCE,INC.","","111 MAIN STREET","","US",ID,83501-2141,"NEZ PERCE","LEWISTON"
LID06152,24-Aug-2012,25-Aug-1999,ID4322,8100.000000,6600.000000,0,0,180000.000000,LESSOR,"CLARK REAL ESTATE COMPANY","","1111 YELLOWSTONE AVENUE","","US",ID,83205-0027,"BANNOCK","POCATELLO"
LID06087,31-May-2012,15-May-1998,ID4323,5582.000000,5192.000000,0,0,89983.590000,LESSOR,"RONALD J. SAYER","","120 W. STONERUN LN","","US",ID,83404-7927,"BONNEVILLE","IDAHO FALLS"
LID06779,30-Nov-2010,01-Nov-2005,ID4325,904.000000,904.000000,0,0,15820.000000,LESSOR,"MEYER-MORSE IRONWOOD PARTNERS","PARKWOOD BUSN PROPERTIES","700 IRONWOOD DR STE 300","","US",ID,83814-4485,"KOOTENAI","COEUR D ALENE"
LID07049,30-Apr-2019,01-May-2009,ID4326,4340.000000,3933.000000,0,27,71400.000000,LESSOR,"IDAHO CENTRAL CREDIT UNION","","4425 BURLEY DRIVE","","US",ID,83202-1956,"BANNOCK","POCATELLO"
LID06215,31-Mar-2011,01-Apr-1999,ID4327,2591.000000,2591.000000,0,0,24000.000000,LESSOR,"SUNDANCE INVESTMENTS LLLP","DOUG W0LF","9100 BLACKEAGLE DR.","","US",ID,83709-1572,"ADA","BOISE"
LID07028,11-May-2020,12-May-2010,ID4330,6473.000000,6473.000000,0,25,132985.710000,LESSOR,"3RD & 3RD INVESTORS","","450 FALLS AVE,STE 201","","US",ID,83301-2307,"TWIN FALLS","TWIN FALLS"
LID07026,31-Dec-2013,01-Jan-2009,ID4332,421.000000,392.000000,0,0,5927.680000,LESSOR,"STATE OF IDAHO DEPARTMENT OF WATER","","322 EAST FRONT STREET","","US",ID,83702-0000,"ADA","BOISE"
LID06942,15-Aug-2012,16-Aug-2007,ID4334,6280.000000,5925.000000,0,0,119319.960000,LESSOR,"ROBERT G STEVENS,CAROL STEVENS &","AND BETTS,LLC","2700 AIRPORT WAY","","US",ID,83705-5168,"ADA","BOISE"
LID06300,20-Feb-2012,21-Feb-2002,ID4335,30401.000000,27945.000000,43,57,1040426.580000,LESSOR,"RUBICON GSA II BOISE INS,LLC","","805 THIRD AVENUE,8TH FL","","US",NY,10022-7516,"NEW YORK","NEW YORK-MANHATTAN"
LID06344,03-Mar-2012,04-Mar-2002,ID4339,5442.000000,4802.000000,12,0,137877.000000,LESSOR,"LEAVITT-WOLFF ONE FRONT,LLC","","202 LAKE WASHINGTON BLVD","","US",WA,98122-6540,"KING","SEATTLE"
LID06361,14-Sep-2014,15-Sep-2001,ID4342,3422.000000,3103.000000,0,10,68440.000000,LESSOR,"LAKEPOINTE CENTRE PARTNERS,L.P.","","4419 VAN NUYS BLVD.","SUITE 203","US",CA,91403-5710,"LOS ANGELES","VAN NUYS"
LID06865,30-Sep-2011,01-Oct-2006,ID4342,6077.000000,5283.000000,0,17,121540.000000,LESSOR,"LAKEPOINTE CENTRE PARTNERS,L.P.","","4419 VAN NUYS BLVD.","SUITE 203","US",CA,91403-5710,"LOS ANGELES","VAN NUYS"
LID06824,31-Oct-2011,01-Nov-2006,ID4343,5625.000000,4891.000000,0,0,43200.000000,LESSOR,"MAX BARKER","","26331 STAFFORD ROAD","","US",ID,83607-8907,"CANYON","CALDWELL"
LID06391,31-Oct-2014,01-Nov-2001,ID4344,2500.000000,2174.000000,0,0,18000.000000,LESSOR,"RICHARD SMITH FARMS,INC.","","1811 S MILLHOLLOW RD.","","US",ID,83440-5380,"MADISON","REXBURG"
LID06470,31-Oct-2014,01-Nov-2002,ID4348,2080.000000,1809.000000,0,10,33280.000000,LESSOR,"EMERALD ASSETS L.P.","","1880 MEADOWVIEW LN.","","US",NV,89509-5217,"WASHOE","RENO"
LID06911,30-Sep-2012,01-Oct-2007,ID4349,1062.000000,1062.000000,0,0,12871.440000,LESSOR,"CITY OF LEWISTON","","1134 F STREET","","US",ID,83501-9130,"NEZ PERCE","LEWISTON"
LID06908,31-Oct-2012,01-Nov-2007,ID4352,1150.000000,1150.000000,0,0,25369.000000,LESSOR,"JOSLIN FIELD MAGIC VALLEY","REGIONAL AIRPORT","492 AIRPORT LOOP","","US",ID,83301-0364,"TWIN FALLS","TWIN FALLS"
LID06909,31-Oct-2017,01-Nov-2007,ID4353,558.000000,558.000000,0,0,19401.660000,LESSOR,"CITY OF IDAHO FALLS","","308 CONSTITUTION WAY","","US",ID,83402-3539,"BONNEVILLE","IDAHO FALLS"
LID06910,31-Oct-2012,01-Nov-2007,ID4355,1500.000000,1500.000000,0,0,25186.500000,LESSOR,"POCATELLO CITY CORP","","1950 AIRPORT WAY","","US",ID,83204-7549,"BANNOCK","POCATELLO"
LID06937,30-Sep-2017,19-Sep-2007,ID4358,23796.000000,22130.000000,0,56,499716.000000,LESSOR,"LAKEPOINTE CENTRE PARTNERS,L.P.","","4419 VAN NUYS BLVD #203","","US",CA,91403-5710,"LOS ANGELES","VAN NUYS"
LID07182,20-Jan-2013,21-Jan-2008,ID4359,1056.000000,1056.000000,0,0,15000.000000,LESSOR,"COEUR D' ALENE TRIBE","","850 A STREET","","US",ID,83851-0408,"BENEWAH","PLUMMER"
LID06995,31-Jan-2019,01-Feb-2009,ID4360,9584.000000,9584.000000,2,6,326550.110000,LESSOR,"BOISE CITY CORPORATION","","3201 AIRPORT WAY","SUITE 1000","US",ID,83708-5097,"ADA","BOISE"
LID06570,05-Dec-2010,06-Dec-2003,ID4361,22205.000000,15800.000000,0,54,228523.480000,LESSOR,"COUNTY OF BENEWAH","","701 W. COLLEGE AVENUE","","US",ID,83861-1852,"BENEWAH","ST MARIES"
LID06718,31-Dec-2011,15-Nov-2004,ID4362,922.000000,798.000000,5,0,17979.000000,LESSOR,"PITCHFORK MANAGEMENT GROUP","","250 SOUTH 5TH ST.,2ND FLOOR","","US",ID,83702-7713,"ADA","BOISE"
LID06623,31-Dec-2011,01-Feb-2004,ID4362,4447.000000,3824.000000,13,3,86716.500000,LESSOR,"PITCHFORK MANAGEMENT GROUP","","250 SOUTH 5TH ST.,2ND FLOOR","","US",ID,83702-7713,"ADA","BOISE"
LID06820,31-Mar-2011,01-Apr-2006,ID4362,5412.000000,4684.000000,15,0,100122.000000,LESSOR,"PITCHFORK MANAGEMENT GROUP","THORTON OLIVER KELLER","250 SOUTH FIFTH STREET,2ND FLOOR","","US",ID,83702-7713,"ADA","BOISE"
LID06581,14-Aug-2013,15-Aug-2003,ID4362,5890.000000,5122.000000,18,0,117800.000000,LESSOR,"PITCHFORK MANAGEMENT GROUP","THORNTON OLIVER KELLER","250 S FIFTH STREET,2ND FLOOR","","US",ID,83702-7713,"ADA","BOISE"
LID06744,31-Dec-2010,01-Jan-2005,ID4363,526.000000,526.000000,0,0,10200.000000,LESSOR,"MEANS BUILDING COMPANY LLC","","313 D STREET","","US",ID,83501-1894,"NEZ PERCE","LEWISTON"
LID06875,29-Feb-2012,01-Mar-2007,ID4364,405.000000,360.000000,0,2,4800.000000,LESSOR,"IDAHO STATE UNIVERSITY","","921 SOUTH 8TH AVENUE","","US",ID,83209-0001,"BANNOCK","POCATELLO"
LID06652,13-Jul-2014,14-Jul-2004,ID4365,6987.000000,4612.000000,0,4,105325.370000,LESSOR,"STATE OF IDAHO","","650 STATE STREET,ROOM 100","","US",ID,83720-0003,"ADA","BOISE"
LID06655,13-Jul-2014,14-Jul-2004,ID4365,7947.000000,5246.000000,0,5,119796.860000,LESSOR,"STATE OF IDAHO","","650 STATE STREET,ROOM 100","","US",ID,83720-0003,"ADA","BOISE"
LID06674,30-Jun-2024,01-Jul-2004,ID4366,4725.000000,4111.000000,0,16,78907.500000,LESSOR,"ALSCOTT REAL ESTATE LLC","","501 BAYBROOK CT","","US",ID,83706-3915,"ADA","BOISE"
LID06695,16-Nov-2014,17-Nov-2004,ID4369,11504.000000,11504.000000,0,30,186875.000000,LESSOR,"EMERALD SEVEN LLC","","242 SOUTH ORANGE AVENUE,SUITE 108","","US",CA,92821-4980,"ORANGE","BREA"
LID06798,31-Dec-2014,24-Apr-2006,ID4372,6129.000000,5330.000000,0,44,134838.000000,LESSOR,"MILLER STAUFFER PROPERTIES,LLC","","601 E. FRONT AVENUE","","US",ID,83814-2701,"KOOTENAI","COEUR D ALENE"
LID06842,31-Jul-2013,01-Aug-2006,ID4373,159.000000,138.000000,0,0,9053.640000,LESSOR,"FRIEDMAN MEMORIAL AIRPORT AUTHORITY","(FMMA)","P O BOX 929","","US",ID,83333-0929,"BLAINE","HAILEY"
LID06873,14-Aug-2018,15-Aug-2008,ID4376,2479.000000,2055.000000,3,2,64050.660000,LESSOR,"CNW","","1000 RIVERWALK DRIVE,STE 100","","US",ID,83402-3304,"BONNEVILLE","IDAHO FALLS"
LID06672,15-Dec-2023,16-Dec-2008,ID4381,60418.000000,43563.000000,4,16,2549063.950000,LESSOR,"CDA COURTHOUSE,LLC","","405 SHORELAND DRIVE S.3.","","US",WA,98004-6522,"KING","BELLEVUE"
LID07012,14-Jan-2019,15-Jan-2009,ID4384,3380.000000,3380.000000,0,0,27354.680000,LESSOR,"BETHEL,LLC","","1021 HARRISON BLVD","","US",ID,83702-2826,"ADA","BOISE"
LID07114,02-Mar-2014,03-Mar-2010,ID4391,1380.000000,1212.000000,0,0,40800.000000,LESSOR,"LARRY D. CAIN","","520 15TH AVE S","","US",ID,83651-4727,"CANYON","NAMPA"
LID07169,27-Jun-2020,28-Jun-2010,ID4393,960.000000,960.000000,0,0,20160.000000,LESSOR,"SRMRSO1,LLC","","111 NORTH POST STREET,SUITE 200","","US",WA,99201-4911,"SPOKANE","SPOKANE"
LOR07081,30-Sep-2014,01-Oct-2009,OR0002,947.000000,947.000000,0,3,24018.790000,LESSOR,"UNITED STATES POSTAL SERVICE","GABRIEL BENVENUTO,REALTY ASSET PRG","2825 LONE OAK PKWY","","US",MN,55121-1551,"RAMSEY","ST PAUL"
LOR07083,30-Sep-2014,01-Oct-2009,OR0022,5315.000000,5315.000000,0,0,67568.530000,LESSOR,"UNITED STATES POSTAL SERVICE","GABRIEL BENVENUTO,REALTY ASSET PRG","2825 LONE OAK PKWY","","US",MN,55121-1551,"RAMSEY","ST PAUL"
LOR06884,31-Jan-2013,01-Jun-2007,OR6252,71007.000000,65378.000000,139,0,1887897.090000,LESSOR,"URBAN OFFICE & PARKING FACILITIES","","111 SW COLUMBIA STREET,SUITE 1380","","US",OR,97201-5845,"MULTNOMAH","PORTLAND"
LOR05876,31-Dec-2010,01-Jan-1994,OR6266,230.000000,200.000000,0,0,4800.000000,LESSOR,"PORT OF NEWPORT","","600 SE BAY BLVD","","US",OR,97365-4338,"LINCOLN","NEWPORT"
LOR07022,31-Dec-2014,01-Jan-2010,OR6355,4853.000000,4220.000000,0,31,72795.000000,LESSOR,"CONFEDERATED TRIBES OF WARM SPRINGS","RESERVATION OF OREGON","1223 VETERANS STREET","","US",OR,97761-1169,"JEFFERSON","WARM SPRINGS"
LOR06848,14-Sep-2011,15-Sep-2006,OR6359,473.000000,430.000000,1,0,10422.720000,LESSOR,"THE EQUITABLE CENTER LLC","","530 CENTER STREET,SUITE 110","","US",OR,97301-3761,"MARION","SALEM"
LOR07104,31-Oct-2020,01-Nov-2010,OR6359,1960.000000,1782.000000,2,0,38719.770000,LESSOR,"EQUITABLE CENTER,LLC","","530 CENTER ST NE STE 110","","US",OR,97301-3761,"MARION","SALEM"
LOR06171,30-Nov-2011,01-Dec-1998,OR6359,4111.000000,3737.000000,8,0,79604.640000,LESSOR,"EQUITABLE CENTER LLC","","530 CENTER STREET NE,SUITE 110","","US",OR,97301-3761,"MARION","SALEM"
LOR06265,31-Aug-2012,01-Sep-2000,OR6359,7562.000000,6917.000000,0,8,156342.480000,LESSOR,"EQUITABLE CENTER LLC","","530 CENTER ST. NE,STE 110","","US",OR,97301-3740,"MARION","SALEM"
LOR06122,22-Nov-2012,23-Nov-1999,OR6359,15091.000000,14027.000000,0,2,302658.450000,LESSOR,"ORVILLE COHEN","DBA THE EQUITABLE CENTER","530 CENTER ST NE,SUITE 110","","US",OR,97301-3761,"MARION","SALEM"
LOR06850,31-Aug-2016,01-Sep-2006,OR6418,0.000000,0.000000,0,0,4560.000000,LESSOR,"LEROY YODER","","2569 DALKE RIDGE DRIVE NW","","US",OR,97304-4835,"MARION","SALEM"
LOR07061,30-Jun-2019,01-Jul-2009,OR6459,9068.000000,8105.000000,0,21,222737.810000,LESSOR,"WEST FELICIANA PROPERTIES,LLC","","1105 FRONT STREET NE","","US",OR,97301-1034,"MARION","SALEM"
LOR07052,30-Jun-2018,01-Jul-2008,OR6460,800.000000,800.000000,0,0,6012.000000,LESSOR,"YAQUINA BAY DEVELOPMENT CORP.","","2925 SE FERRY SLIP RD.","STE 52","US",OR,97365-0000,"LINCOLN","NEWPORT"
LOR06330,30-Nov-2011,01-Dec-2001,OR6473,24182.000000,24182.000000,0,90,420877.750000,LESSOR,"OREGON STATE UNIVERSITY","","KERR ADMINISTRATION B306","","US",OR,97331-8507,"BENTON","CORVALLIS"
LOR06232,09-Oct-2011,10-Oct-1999,OR6475,1207.000000,1062.000000,0,4,25902.220000,LESSOR,"CHERRY ASTORIA,LLC","","12909 SW 68TH PKWY","SUITE 430","US",OR,97223-8387,"MULTNOMAH","PORTLAND"
LOR07070,31-Aug-2029,01-Sep-2009,OR6481,5485.000000,4897.000000,0,18,102230.370000,LESSOR,"ALBERS MILL BUILDING PARTNERSHIP","C/O BILL NAITO COMPANY","2701 NW VAUGHN STREET,SUITE 710","","US",OR,97210-5380,"CLACKAMAS","PORTLAND"
LOR05541,17-Sep-2011,18-Sep-1991,OR6485,321355.000000,321355.000000,224,0,8136327.380000,LESSOR,"RUBICON GSA II DUNCAN PLAZA PORTLAN","","311 S WACKER DR STE 1725","","US",IL,60606-6620,"COOK","CHICAGO"
LOR06243,31-Jan-2012,01-Feb-2000,OR6486,13603.000000,11829.000000,0,56,280536.680000,LESSOR,"CENTRE 205 LP","JAMES TURNER","1227 DE LA VINA STREET","","US",CA,93101-3219,"SANTA BARBARA","SANTA BARBARA"
LOR07210,30-Sep-2020,01-Oct-2010,OR6493,4842.000000,4818.000000,0,11,75970.980000,LESSOR,"BIT HOLDINGS FIFTY SEVEN,INC.","","7616 SW MOHAWK","","US",OR,97062-8121,"WASHINGTON","TUALATIN"
LOR06758,31-May-2013,01-Jun-2005,OR6499,3515.000000,3106.000000,0,2,68213.990000,LESSOR,"BONNETT PROPERTIES,LLC","","164 NW HAWTHORNE AVE.","","US",OR,97701-2918,"DESCHUTES","BEND"
LOR06425,27-Apr-2012,28-Apr-2002,OR6503,7982.000000,7053.000000,0,0,144753.610000,LESSOR,"EVERGREN ASSOCIATES","LAURIE GARNER","PO BOX 10638","","US",OR,97440-2638,"LANE","EUGENE"
